No.,Layer (대분류),Category (중분류),Sub-category (소분류),회사명,구분,상장여부,HQ지역,Company Mission,한줄 설명 (비고),중요도
577,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Robotics,Boston Dynamics,Robotics,비상장,미국,Changing your idea of what robots can do,"Atlas/Spot 로봇, 현대자동차 계열",High
578,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Humanoid,Tesla (Optimus),Humanoid,상장,미국,Accelerating the advent of robotics,Optimus 휴머노이드 로봇 자체 개발,High
579,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Humanoid,Agility Robotics,Humanoid,비상장,미국,Building a future with humanoid robots,"Digit 로봇, 물류/창고 자동화",High
580,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Robot AI,Physical Intelligence,Robot AI,비상장,미국,Foundation models for robotics,로봇 파운데이션 모델 pi0 개발,High
581,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Robot Foundation,Skild AI,Robot Foundation,비상장,미국,General-purpose robot foundation model,범용 로봇 파운데이션 모델 개발,High
582,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Humanoid,1X Technologies,Humanoid,비상장,노르웨이,Creating androids for everyone,"NEO 휴머노이드, OpenAI 투자",High
583,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Humanoid,Apptronik,Humanoid,비상장,미국,General-purpose humanoid robots,"Apollo 로봇, NASA/Mercedes 협력",Medium
584,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Humanoid,Sanctuary AI,Humanoid,비상장,캐나다,Creating general-purpose robots,"Phoenix 로봇, 범용 AI 제어 시스템",Medium
585,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Warehouse Robot,Symbotic,Warehouse Robot,상장,미국,AI-powered warehouse automation,AI 기반 창고 자동화 로봇 시스템,High
586,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Cobot,Rainbow Robotics,Cobot,상장,한국,Robotics for everyone,"삼성전자 투자, 협동 로봇 및 휴머노이드",Medium
587,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Industrial Robot,Fanuc,Industrial Robot,상장,일본,Factory automation worldwide,산업용 로봇 및 CNC 글로벌 1위,High
588,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Industrial Robot,ABB Robotics,Industrial Robot,상장,스위스,Leading in electrification and automation,산업용 로봇 및 자동화 솔루션 리더,High
589,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Surgical Robot,Intuitive Surgical,Surgical Robot,상장,미국,Advancing what's possible in healthcare,"da Vinci 수술 로봇 독보적 1위, AI 통합 확대",High
590,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Delivery Robot,Nuro,Delivery Robot,비상장,미국,Autonomous delivery vehicles,자율주행 무인 배송 로봇 선두,Medium
591,J. Robotics & Embodied AI,J1. Robotics & Embodied AI,Service Robot,Bear Robotics,Service Robot,비상장,미국/한국,Hospitality service robots,외식업 서비스 로봇 Servi 시리즈,Low
